id,sample id,key range,velocity range,attenuation,pan,loop playback,root key,coarse tuning,fine tuning,scale tuning,filter cutoff,filter resonance,vol env delay,vol env attack,vol env hold,vol env decay,vol env sustain,vol env release,key → vol env hold,key → vol env decay,mod env delay,mod env attack,mod env hold,mod env decay,mod env sustain,mod env release,mod env → pitch,mod env → filter,key → mod env hold,key → mod env decay,mod LFO delay,mod LFO freq,mod LFO → pitch,mod LFO → filter,mod LFO → volume,vib LFO delay,vib LFO freq,vib LFO → pitch,exclusive class,chorus,reverb,fixed key,fixed velocity,sample start offset,sample start coarse offset,sample end offset,sample end coarse offset,loop start offset,loop start coarse offset,loop end offset,loop end coarse offset
11,45,51-51,0-127,142,-192,loop,59,0,5,100,11316,0,-12000,-12000,-8857,3978,1000,3976,0,0,-12000,-12000,-12000,-1099,1000,-1300,0,800,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
12,46,52-52,0-127,110,-153,loop,63,0,50,100,9617,0,-12000,-12000,-6386,2516,1000,2610,0,0,-12000,-12000,-4555,5054,1000,4852,0,2925,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
13,77,53-53,0-127,160,-161,loop,63,0,21,100,13500,0,-12000,-12000,-5573,3867,1000,3963,0,0,-12000,-12000,-12000,-12000,0,75,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,1,0
14,69,54-54,0-127,65,0,loop,66,0,-1,100,9381,0,-12000,-12000,-3429,94,1000,174,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
15,86,55-55,0-127,90,0,loop,59,0,10,50,8283,0,-12000,-12000,-3519,2264,1000,2246,0,0,-12000,-12000,-7159,3484,1000,3484,0,3911,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
16,68,56-56,0-127,117,201,no loop,68,0,-1,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
17,86,57-57,0-127,72,-247,loop,64,0,-48,100,9381,0,-12000,-12000,-1962,3203,1000,3203,0,0,-12000,-12000,-12000,3747,212,3747,0,3150,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
18,67,58-58,0-127,147,-318,loop,74,0,4,100,9440,0,-12000,-12000,-5573,2610,1000,2706,0,0,-12000,-12000,-3821,3673,1000,3867,0,3375,0,0,-7973,-808,0,0,5,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
19,45,59-59,0-127,142,-192,loop,66,0,0,100,11316,0,-12000,-12000,-8857,3678,1000,3676,0,0,-12000,-12000,-12000,-1099,1000,-1300,0,800,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
20,66,60-60,0-127,50,256,no loop,74,0,35,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
21,65,61-61,0-127,35,232,no loop,73,0,-48,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
22,64,62-62,0-127,80,-232,no loop,77,0,35,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
23,63,63-63,0-127,65,-255,loop,80,0,-48,100,9381,0,-12000,-12000,-8857,1738,1000,1838,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
24,62,64-64,0-127,50,-255,loop,76,0,-24,100,9381,0,-12000,-12000,-12000,885,1000,947,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
25,61,65-65,0-127,35,256,loop,77,0,-1,100,9381,0,-12000,-12000,-3429,1456,1000,1456,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
26,60,66-66,0-127,35,256,loop,80,0,35,100,9381,0,-12000,-12000,-3429,1374,1000,1374,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
27,90,67-67,0-127,65,-279,loop,74,0,-10,100,9381,0,-12000,-12000,-3429,632,1000,531,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
28,90,68-68,0-127,65,-318,loop,80,0,-9,100,9381,0,-12000,-12000,-3429,885,1000,947,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
29,59,69-69,0-127,65,-413,no loop,81,0,-1,100,9381,0,-12000,-12000,-7657,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
30,58,70-70,0-127,95,-397,no loop,82,0,-1,100,9381,0,-12000,-12000,-6861,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
31,57,71-71,0-127,67,264,loop,79,0,-25,100,9381,0,-12000,-8857,-5331,-1106,1000,-1106,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,2,0,1,-1,-1,0,0,0,0,0,0,0,0
32,57,72-72,0-127,130,264,loop,83,0,-25,100,9381,0,-12000,-8857,-1626,-3790,1000,-856,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,2,0,1,-1,-1,0,0,0,0,0,0,0,0
33,56,73-73,0-127,65,264,no loop,84,0,21,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,5,0,1,-1,-1,0,0,0,0,0,0,0,0
34,55,74-74,0-127,72,193,no loop,84,0,19,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,5,0,1,-1,-1,0,0,0,0,0,0,0,0
35,54,75-75,0-127,35,256,no loop,87,0,-1,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
36,89,76-76,0-127,35,264,no loop,94,0,-1,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
37,89,77-77,0-127,35,256,no loop,100,0,-1,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
38,53,78-78,0-127,72,-247,no loop,90,0,4,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,4,0,1,-1,-1,0,0,0,0,0,0,0,0
39,52,79-79,0-127,95,-271,no loop,94,0,-48,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,4,0,1,-1,-1,0,0,0,0,0,0,0,0
40,51,80-80,0-127,147,-500,no loop,88,0,4,100,9381,0,-12000,-12000,-3429,-12000,0,2985,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,3,0,1,-1,-1,0,0,0,0,0,0,0,0
41,50,81-81,0-127,282,-500,loop,93,0,0,100,9381,0,-12000,-12000,-7657,1838,1000,1936,0,0,-12000,-12000,-12000,3382,1000,3577,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,3,0,1,-1,-1,0,0,0,0,0,0,0,0
42,59,82-82,0-127,50,319,no loop,83,0,-1,100,13500,0,-12000,-12000,-12000,-12000,0,75,0,0,-12000,-12000,-12000,-12000,0,75,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
43,49,83-83,0-127,35,256,loop,94,0,-47,100,13500,0,-12000,-12000,-3429,94,1000,94,0,0,-12000,-12000,-12000,-12000,0,94,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
44,48,84-84,0-127,65,248,loop,95,0,-30,100,10207,0,-12000,-12000,-3429,2314,1000,2314,0,0,-12000,-12000,-12000,1543,1000,2791,0,2925,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
45,47,85-85,0-127,35,-373,no loop,97,0,-1,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
46,88,86-86,0-127,35,-310,loop,95,0,-27,100,9381,0,-12000,-12000,-12000,-2191,1000,-735,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,6,0,1,-1,-1,0,0,0,0,0,0,0,0
47,88,87-87,0-127,35,4,loop,104,0,35,100,8377,0,-12000,-12000,-7657,1738,1000,1838,0,0,-12000,-12000,-5959,2031,1000,2900,75,2812,0,0,-7973,-808,0,0,0,-7973,-808,0,6,0,1,-1,-1,0,0,0,0,0,0,0,0
