id,sample id,key range,velocity range,attenuation,pan,loop playback,root key,coarse tuning,fine tuning,scale tuning,filter cutoff,filter resonance,vol env delay,vol env attack,vol env hold,vol env decay,vol env sustain,vol env release,key → vol env hold,key → vol env decay,mod env delay,mod env attack,mod env hold,mod env decay,mod env sustain,mod env release,mod env → pitch,mod env → filter,key → mod env hold,key → mod env decay,mod LFO delay,mod LFO freq,mod LFO → pitch,mod LFO → filter,mod LFO → volume,vib LFO delay,vib LFO freq,vib LFO → pitch,exclusive class,chorus,reverb,fixed key,fixed velocity,sample start offset,sample start coarse offset,sample end offset,sample end coarse offset,loop start offset,loop start coarse offset,loop end offset,loop end coarse offset
0,91,34-34,0-127,185,4,loop,45,0,-50,100,13500,0,-12000,-12000,-5021,866,1000,1057,0,0,-12000,-12000,-12000,-12000,0,75,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
1,84,38-41,0-127,222,4,no loop,44,0,35,100,9381,0,-12000,-12000,-12000,-12000,0,947,0,0,-12000,-12000,-12000,824,0,768,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
2,72,42-42,0-127,125,256,no loop,46,0,-19,100,9381,0,-12000,-12000,-4786,-1769,1000,-937,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,1,0,1,-1,-1,0,0,0,0,0,0,0,0
3,87,43-43,0-127,35,-255,loop,53,0,44,100,9381,0,-12000,-12000,-3480,1936,1000,2028,0,0,-12000,-12000,-12000,-12000,0,2900,19,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
4,71,44-44,0-127,170,209,no loop,53,0,-9,100,9381,0,-12000,-8590,-5293,1838,1000,1936,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,1,0,1,-1,-1,0,0,0,0,0,0,0,0
5,87,45-45,0-127,35,-113,loop,53,0,44,100,9381,0,-12000,-12000,-3467,1738,1000,1838,0,0,-12000,-12000,-12000,-12000,0,2900,19,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
6,70,46-46,0-127,65,154,loop,54,0,-46,100,9381,0,-12000,-12000,-4169,2604,1000,2700,0,0,-12000,-12000,-12000,-12000,0,4752,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,1,0,1,-1,-1,0,0,0,0,0,0,0,0
7,87,47-47,0-127,45,130,loop,53,0,44,100,9381,0,-12000,-12000,-3467,1545,1000,1644,0,0,-12000,-12000,-12000,-12000,0,2900,19,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
8,87,48-48,0-127,35,280,loop,51,0,44,100,9381,0,-12000,-12000,-3467,1352,1000,1449,0,0,-12000,-12000,-12000,-12000,0,2900,75,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
9,86,49-49,0-127,71,201,loop,58,0,21,100,10148,0,-12000,-12000,-1962,3446,1000,3446,0,0,-12000,-12000,-12000,2791,1000,2826,0,2812,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
10,87,50-50,0-127,35,382,loop,51,0,44,100,9381,0,-12000,-12000,-3467,1156,1000,1254,0,0,-12000,-12000,-12000,-12000,0,2900,19,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
