id,sample id,key range,velocity range,attenuation,pan,loop playback,root key,coarse tuning,fine tuning,scale tuning,filter cutoff,filter resonance,vol env delay,vol env attack,vol env hold,vol env decay,vol env sustain,vol env release,key → vol env hold,key → vol env decay,mod env delay,mod env attack,mod env hold,mod env decay,mod env sustain,mod env release,mod env → pitch,mod env → filter,key → mod env hold,key → mod env decay,mod LFO delay,mod LFO freq,mod LFO → pitch,mod LFO → filter,mod LFO → volume,vib LFO delay,vib LFO freq,vib LFO → pitch,exclusive class,chorus,reverb,fixed key,fixed velocity,sample start offset,sample start coarse offset,sample end offset,sample end coarse offset,loop start offset,loop start coarse offset,loop end offset,loop end coarse offset
0,91,34-34,0-127,190,4,loop,45,0,-50,100,13500,0,-12000,-12000,-5021,866,1000,1057,0,0,-12000,-12000,-12000,-12000,0,75,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
1,78,36-41,0-127,70,4,no loop,47,0,-6,100,13500,0,-12000,-12000,-7657,-12000,0,1644,0,0,-12000,-12000,-12000,-12000,0,75,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
2,44,43-43,0-127,182,-302,no loop,76,0,-6,100,13823,27,-12000,-12000,-12000,2028,1000,1838,0,0,-12000,-12000,-12000,-12000,0,75,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
3,44,45-45,0-127,182,-145,no loop,75,0,-6,100,11741,33,-12000,-12000,-12000,1738,1000,1256,0,0,-12000,-12000,-12000,-12000,0,75,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
4,44,47-47,0-127,182,4,no loop,74,0,-6,100,11682,30,-12000,-12000,-12000,1538,1000,1158,0,0,-12000,-12000,-12000,-12000,0,75,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
5,44,48-48,0-127,182,114,no loop,74,0,-6,100,11564,28,-12000,-12000,-12000,1038,1000,866,0,0,-12000,-12000,-12000,-12000,0,75,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
6,44,50-50,0-127,182,114,no loop,74,0,-6,100,11092,28,-12000,-12000,-12000,668,1000,568,0,0,-12000,-12000,-12000,-12000,0,75,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
