id,sample id,key range,velocity range,attenuation,pan,loop playback,root key,coarse tuning,fine tuning,scale tuning,filter cutoff,filter resonance,vol env delay,vol env attack,vol env hold,vol env decay,vol env sustain,vol env release,key → vol env hold,key → vol env decay,mod env delay,mod env attack,mod env hold,mod env decay,mod env sustain,mod env release,mod env → pitch,mod env → filter,key → mod env hold,key → mod env decay,mod LFO delay,mod LFO freq,mod LFO → pitch,mod LFO → filter,mod LFO → volume,vib LFO delay,vib LFO freq,vib LFO → pitch,exclusive class,chorus,reverb,fixed key,fixed velocity,sample start offset,sample start coarse offset,sample end offset,sample end coarse offset,loop start offset,loop start coarse offset,loop end offset,loop end coarse offset
0,100,0-43,0-127,245,-150,loop,-1,0,0,100,6237,0,-12000,-12000,-2084,1902,1000,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
1,101,44-55,0-127,355,-90,loop,-1,0,0,100,7121,0,-12000,-12000,-2084,1902,1000,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
2,102,56-67,0-127,355,-30,loop,-1,0,0,100,7704,0,-12000,-12000,-2084,1902,1000,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
3,103,68-79,0-127,355,30,loop,-1,0,0,100,8321,0,-12000,-12000,-11959,1902,1000,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
4,104,80-91,0-127,305,90,loop,-1,0,0,100,8775,0,-12000,-12000,-11959,1200,1000,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
5,105,92-127,0-127,265,150,loop,-1,0,0,100,9135,0,-12000,-12000,-11959,0,1000,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
