id,sample id,key range,velocity range,attenuation,pan,loop playback,root key,coarse tuning,fine tuning,scale tuning,filter cutoff,filter resonance,vol env delay,vol env attack,vol env hold,vol env decay,vol env sustain,vol env release,key → vol env hold,key → vol env decay,mod env delay,mod env attack,mod env hold,mod env decay,mod env sustain,mod env release,mod env → pitch,mod env → filter,key → mod env hold,key → mod env decay,mod LFO delay,mod LFO freq,mod LFO → pitch,mod LFO → filter,mod LFO → volume,vib LFO delay,vib LFO freq,vib LFO → pitch,exclusive class,chorus,reverb,fixed key,fixed velocity,sample start offset,sample start coarse offset,sample end offset,sample end coarse offset,loop start offset,loop start coarse offset,loop end offset,loop end coarse offset
27,69,54-54,0-127,70,0,loop,66,0,-1,100,9381,0,-12000,-12000,-3429,94,1000,174,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
28,86,55-55,0-127,95,0,loop,59,0,10,50,8283,0,-12000,-12000,-3519,2264,1000,2246,0,0,-12000,-12000,-7159,3484,1000,3484,0,3911,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
29,68,56-56,0-127,122,201,no loop,68,0,-1,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
30,86,57-57,0-127,77,-247,loop,64,0,-48,100,9381,0,-12000,-12000,-1962,3203,1000,3203,0,0,-12000,-12000,-12000,3747,212,3747,0,3150,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
31,67,58-58,0-127,152,-318,loop,74,0,4,100,9440,0,-12000,-12000,-5573,2610,1000,2706,0,0,-12000,-12000,-3821,3673,1000,3867,0,3375,0,0,-7973,-808,0,0,5,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
32,45,59-59,0-127,147,-192,loop,66,0,0,100,11316,0,-12000,-12000,-8857,3678,1000,3676,0,0,-12000,-12000,-12000,-1099,1000,-1300,0,800,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
33,66,60-60,0-127,55,256,no loop,74,0,35,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
34,65,61-61,0-127,90,232,no loop,73,0,-48,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
35,64,62-62,0-127,85,-232,no loop,77,0,35,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
36,63,63-63,0-127,70,-255,loop,80,0,-48,100,9381,0,-12000,-12000,-8857,1738,1000,1838,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
37,62,64-64,0-127,55,-255,loop,76,0,-24,100,9381,0,-12000,-12000,-12000,885,1000,947,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
38,61,65-65,0-127,90,256,loop,77,0,-1,100,9381,0,-12000,-12000,-3429,1456,1000,1456,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
39,60,66-66,0-127,90,256,loop,80,0,35,100,9381,0,-12000,-12000,-3429,1374,1000,1374,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
40,90,67-67,0-127,70,-279,loop,74,0,-10,100,9381,0,-12000,-12000,-3429,632,1000,531,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
41,90,68-68,0-127,70,-318,loop,80,0,-9,100,9381,0,-12000,-12000,-3429,885,1000,947,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
42,59,69-69,0-127,70,-413,no loop,81,0,-1,100,9381,0,-12000,-12000,-7657,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
43,58,70-70,0-127,100,-397,no loop,82,0,-1,100,9381,0,-12000,-12000,-6861,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
44,57,71-71,0-127,72,264,loop,79,0,-25,100,9381,0,-12000,-8857,-5331,-1106,1000,-1106,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,2,0,1,-1,-1,0,0,0,0,0,0,0,0
45,57,72-72,0-127,135,264,loop,83,0,-25,100,9381,0,-12000,-8857,-1626,-3790,1000,-856,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,2,0,1,-1,-1,0,0,0,0,0,0,0,0
46,56,73-73,0-127,70,264,no loop,84,0,21,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,5,0,1,-1,-1,0,0,0,0,0,0,0,0
47,55,74-74,0-127,77,193,no loop,84,0,19,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,5,0,1,-1,-1,0,0,0,0,0,0,0,0
48,54,75-75,0-127,90,256,no loop,87,0,-1,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
49,89,76-76,0-127,90,264,no loop,94,0,-1,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
50,89,77-77,0-127,90,256,no loop,100,0,-1,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
