id,sample id,key range,velocity range,attenuation,pan,loop playback,root key,coarse tuning,fine tuning,scale tuning,filter cutoff,filter resonance,vol env delay,vol env attack,vol env hold,vol env decay,vol env sustain,vol env release,key → vol env hold,key → vol env decay,mod env delay,mod env attack,mod env hold,mod env decay,mod env sustain,mod env release,mod env → pitch,mod env → filter,key → mod env hold,key → mod env decay,mod LFO delay,mod LFO freq,mod LFO → pitch,mod LFO → filter,mod LFO → volume,vib LFO delay,vib LFO freq,vib LFO → pitch,exclusive class,chorus,reverb,fixed key,fixed velocity,sample start offset,sample start coarse offset,sample end offset,sample end coarse offset,loop start offset,loop start coarse offset,loop end offset,loop end coarse offset
0,106,0-32,0-127,215,-150,loop,-1,0,0,100,3837,60,-12000,-12000,-3986,0,0,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
1,106,33-44,0-127,215,-100,loop,-1,0,0,100,4721,60,-12000,-12000,-3986,0,0,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
2,106,45-56,0-127,215,-50,loop,-1,0,0,100,5535,60,-12000,-12000,-3986,0,0,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
3,106,57-68,0-127,215,0,loop,-1,0,0,100,5921,60,-12000,-12000,-3986,0,0,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
4,106,69-80,0-127,245,50,loop,-1,0,0,100,6623,50,-12000,-12000,-3986,0,0,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
5,106,81-92,0-127,255,100,loop,-1,0,0,100,7286,60,-12000,-12000,-3986,0,0,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
6,106,93-108,0-127,275,150,loop,-1,0,0,100,7765,70,-12000,-12000,-3986,0,0,0,0,0,-12000,-12000,-3986,0,0,0,0,0,0,0,-3986,-851,0,0,0,-3986,-851,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
